,0
0,seedorf
1,Feather
2,D0CTOR
3,X. Piotr
4,Lexus
5,martis
6,Bovan
7,Berkin
8,Sclembi
9,Turtright
10,LaFlash[Milsim
11,YourDoctor
12,Bismark
13,Anctus
14,W.Jarvis
15,SGT
16,Aris
17,Kofeina
18,SPC
19,Zero
20,John
21,Google
22,Punisher
23,Rob
24,Smon
25,[K21A]2Lt
26,SFC
27,Bulia
28,Scharf
29,Imbalance
30,RasaDeDam
31,Szarik
32,Johnny
33,CPL
34,CPT
35,1LT
36,Usagi
37,Abramusas
38,Gillette
39,Bio
40,Bobi
41,angle
42,RCT
43,Psion
44,Luanmh
45,GGanzer
46,Exillius
47,Yotza
48,Burger
49,Patch
50,Kev
51,Magnum
52,Mini
53,Chewie
54,Xente
55,Pte
56,A/LCpl
57,Spud
58,Plt
59,Louis_Bolgarov
60,Heinrich
61,Miletic
62,Nebula
63,Jason
64,Combat
65,Tole
66,Zex
67,Chak
68,BreadKing
69,Zvuk
70,niceguyphil
71,Ademarius
72,cobe
73,PV1
74,Mo
75,NearchosCretan
76,WOC
