,0
0,Bismark
1,Nebula
2,Johnny
3,Bulia
4,Turtright
5,martis
6,Berkin
7,Kofeina
8,Exillius
9,Sclembi
10,Theodore
11,Bugs_Bunny
12,Skywalker
13,Usagi
14,Anctus
15,RasaDeDam
16,Miletic
17,Luanmh
18,Louis_Bolgarov
19,Imbalance
20,Gillette
21,YourDoctor
22,X. Piotr
23,Lexus
24,GGanzer
25,Abramusas
26,Punisher
27,Bobi
28,Szarik
29,Patch
30,fresh_ziomal
31,Mini
32,Magnum
33,Chewie
34,cobe
35,Yotza
36,Combat
37,Feather
38,Bovan
39,Zvuk
40,Zex
41,Dimitri
42,W.Jarvis
43,Bio
44,Joe
45,Tole
46,Spud
47,Heinrich
48,Psion
49,Chak
50,Zero
51,George
52,Kaczomen
53,niceguyphil
54,Burger
