,0
0,D0CTOR
1,Kofeina
2,Szopix
3,Turtright
4,Sclembi
5,Usagi
6,Hunter
7,Patch
8,Zero
9,YourDoctor
10,Mini
11,Bulia
12,Bobi
13,Punisher
14,Blind[HTU]
15,Bugs_Bunny
16,BadNews
17,Miletic
18,Nebula
19,Uni_Play
20,Psion
21,Okelot
22,Anctus
23,Tomcat
24,Zex
25,Tole
26,Mo
27,Loshmi
28,Louis_Bolgarov
29,Scharf
30,Kaczomen
31,Murdock
32,Exillius
33,S.Lux
34,Luanmh
35,GGanzer
36,JXT1MOROS
37,RasaDeDam
38,NarrowSpider
39,SpeedKing
40,Flappy
41,CombatWombat
42,Gillette
43,Chewie
44,Spud
45,KillerCake
46,Bismark
47,Yotza
48,Burger
49,Heinrich
50,Abramusas
51,Ergones
52,Bruni
53,Sebastian
54,Lazar
55,W.Jarvis
56,BLoODiCa
57,+=
58,Rexma
59,Smootie
60,Bio
61,Vlay
62,John
63,Hampter
64,fresh_ziomal
65,Zvuk
66,Ske
67,Orbit
68,angle
69,niceguyphil
70,Blackshadow
71,Berkin
72,Cholax
73,Darius
74,ALEX
75,Chak
76,Malorian[HTU]
77,LooNeY
