,0
0,Imbalance
1,Anctus
2,W.Jarvis
3,Psion
4,Miletic
5,Zero
6,Archer
7,D0ctor
8,Bovan
9,Usagi
10,Gillette
11,angle
12,Tole
13,Rexma
14,RasaDeDam
15,YourDoctor
16,REVCREW
17,Louis_Bolgarov
18,Bobi
19,Luanmh
20,Nebula
21,Turtright
22,Fubar
23,Smootie
24,NarrowSpider
25,hampter
26,Bruni
27,bulia
28,Okelot
29,Yotza
30,Burger
31,Koniple
32,Berkin
33,Bloodica
34,Ephialtes
35,Blind
36,niceguyphil
37,Tomcat
38,Lord
39,Malorian
40,Lexus
41,Flappy
42,LooNeY
43,Aris
44,Heinrich
45,BioXBattle
46,Chewie
47,Zvuk
48,sacred
49,Abramusas
50,Ergones
51,Magnum
52,Murdock
53,Uni_play
54,CombatWombat
55,Sclembi
56,Mini
57,Scharf
58,Mo
59,Szopix
60,Patch
61,Bugs_Bunny
62,Hunter
63,LauchBogen
64,Exillius
65,Zex
66,John
67,Ross
68,L E K 0
69,Kaczomen
70,Blackshadow
71,fresh_ziomal
72,Orbit
73,Ske
74,Gganzer
75,Spud
76,Punisher
77,Lazar
78,Henki
79,Kofeina
80,Chak
81,Bismark
82,Sebastian
