,0
0,Bovan
1,D0ctor
2,Bismark
3,Chewie
4,Miletic
5,RasaDeDam
6,Skywalker
7,Cobe
8,Uni_play
9,Exillius
10,Orbit
11,Kaczomen
12,Spud
13,Gganzer
14,Chak
15,Bobi
16,Heinrich
17,YourDoctor
18,Bugs_Bunny
19,angle
20,Johnny
21,Tole
22,Seedorf
23,W.Jarvis
24,Abramusas
25,Usagi
26,Louis_Bolgarov
27,Mini
28,Luanmh
29,Nebula
30,Zero
31,Imbalance
32,Patch
33,Psion
34,Yotza
35,BioXBattle
36,Burger
37,Zvuk
38,Gillette
39,Feather
40,Lazar
41,bulia
42,Anctus
43,Combat
44,Berkin
45,Zex
46,Magnum
47,fresh_ziomal
48,NearchosCretan
49,Lexus
50,Kofeina
51,Punisher
52,Murdock
53,niceguyphil
