,0
0,Punisher
1,Kofeina
2,Kilroy
3,W.Jarvis
4,John
5,Luanmh
6,Gillette
7,Royal_P3ter
8,Mo
9,Anctus
10,Murdock
11,Szarik
12,Combat
13,Johnny
14,Bobi
15,Louis_Bolgarov
16,Feather
17,Burger
18,Miletic
19,Orbit
20,Zero
21,D0CTOR
22,Bugs_Bunny
23,Valentine
24,Bismark
25,KostasGamer
26,Bovan
27,Skywalker
28,Psion
29,YourDoctor
30,Uni_Play
31,Chewie
32,martis
33,martis
34,Lexus
35,seedorf
36,Jason
37,Mick
38,Yotza
39,Usagi
40,niceguyphil
41,Zex
42,Docder
43,RasaDeDam
44,Exillius
45,Exillius
46,Abramusas
47,Heinrich
48,Theodore
49,Magnum
50,Kaczomen
51,Nebula
52,fresh_ziomal
53,cobe
54,Tole
55,Joe
56,Pavlovic
57,Zvuk
58,Chak
59,Mini
