,0
0,Chewie
1,Exillius
2,Martis
3,Miletic
4,Igor
5,jason
6,Zex
7,Archer
8,niceguyphil
9,Bergh
10,Ms.Ayumi
11,Zero
12,Amyr
13,Kofeina
14,GameKnighted
