,0
0,Szopix
1,Sonic
2,Bifixd
3,JaneSRBRUS
4,ViperX[PAB][BiA]
5,Arin
6,Aris[BIA]
7,Lord[BiA]
8,Uni_Play
9,Mix[BiA]
10,Glenn
11,Mauser
12,Soyo[Bia]
13,Zero
14,Frenki
15,Mile
16,Murdock
17,Miletic
18,Imbalance
19,Varoll
20,Usagi
21,Hardcase28
22,Igor
23,Poison[BIA]
24,AFletcher
25,Desolus[BiA]
26,Kaczomen
27,Pedrovsky
28,Skywalker[BiA]
29,Yuzo
30,NiceFlesh
31,Tayra
32,Djordje
33,Mora
34,Johnny
35,gemon
36,Szarik
37,Seedorf
38,TheWool
39,niceguyphil
40,BOT_Stuart[BIA]
41,Bovan
42,Michalox
43,Istan[BIA]
44,Wolfmother
45,YAK(BiA)
46,Aleksa
47,cobe[BiA]
48,Danny
49,Steel
50,Duke
51,Nikic
52,RasaDeDam
53,Strale
54,psixyio
55,Sclembi
56,Burger[BiA]
57,Yotza
58,Profa
59,Rio
60,Orbit
61,Vlad
62,Enzoo
63,Psion
64,GameKnighted
65,KostasGamer[BIA]
66,IvAn[BiA]
67,Chewie
68,Andrej
69,Martis
70,Timotemati
71,tootee
72,Spud
73,WJarvis
74,Abramusas
75,I
76,A
77,Lazar
78,Blackshadow
79,Krnja
80,Dimi
