,0
0,D0ctor
1,Bovan
2,Exillius
3,Berkin
4,Gillette
5,angle
6,Rexma
7,Johnny
8,Zvuk
9,Tole
10,Yotza
11,bulia
12,Lazar
13,hampter
14,Bobi
15,Uni_play
16,Skywalker
17,Anctus
18,Hunter
19,Punisher
20,Kofeina
21,YourDoctor
22,Flavius Justinianus
23,Combat
24,Spud_2137
25,Scharf
26,Deltas7
27,Bloodica
28,Blind
29,T1MOROS
30,LooNeY
31,Lord
32,Malkav-X
33,deathmaker
34,ALEX 141
35,Malorian
36,Morskin
37,Aris
38,Sclembi
39,Usagi
40,S.Lux
41,Louis_Bolgarov
42,Mo
43,Szopix
44,Nebula
45,Exoz
46,Makka
47,BioXBattle
48,Patch
49,Ergones
50,Flappy
51,_gri
52,Hairy
53,Turtright
54,Mini
55,John Pork
56,Burger
57,SpeedKing
58,Loshmi
59,Orbit
60,Feather
61,Gganzer
62,Kaczomen
63,niceguyphil
64,BadNews
65,Miletic
66,Psion
67,Cobe
68,Abramusas
69,Luanmh
70,Chewie
71,Bismark
72,Murdock
73,Spud
74,Heinrich
75,Magnum
76,KillerCake99
77,fresh_ziomal
78,John
79,Imbalance
80,W.Jarvis
81,Zero
82,Archer
