,0
0,Amyr
1,Chewie
2,Lipe
3,Martis
4,Kofeina
5,Lazar
6,Tootee
7,niceguyphil
8,Murdock
9,jason
10,Kowalski
11,GameKnighted
12,Zero
13,Berg
14,Blackshadow
