,0
0,Frenki
1,Tayra
2,Usagi
3,Mix.
4,Flappy
5,Abramusas
6,Szopix
7,Kaczomen
8,Doctor
9,Sclembi
10,Ske.
11,W.Jarvis
12,Orbit
13,veimiK
14,Miletic
15,Scorpion
16,Psion
17,Yotza
18,Danny
19,Seedorf
20,Istan
21,Bifixd
22,Mora
23,Archer
24,Arin
25,Lord
26,Profa
27,Tootee
28,Spud
29,Aris
30,Jack
31,Imbalance
32,Cobe
33,Steel
34,Burger
35,UniPlay
36,Rio.
37,Mauser
38,Yak.
39,Poison
40,Dimi
41,Kowalski
42,Johnny
43,Viper
44,Skywalker
45,Desolus.
46,Nikic
47,Szarik
48,Alandeko41
49,Soyo
50,Enzoo
51,Sale
52,Yuzo
53,Glenn
54,BOT Stuart
55,I. Jones
56,GameKnighted
57,Joe
58,Mo
59,niceguyphil
60,Igor
61,Kossovatz
62,Murdock
63,JaneSRBRUS
64,Gemon
65,Djordje
66,Duke
67,Hardcase28
68,Krnja
69,Blackshadow
70,Feather
71,Gillette
72,Strale
73,Aleksa
74,Bovan
75,RasaDeDam
76,Chewie
77,KostasGamer
78,Sonic
79,Mile
80,Lazar
81,Darius
82,Lipe
83,Pedrovsky
84,Zero
