,0
0,Frenki
1,Desolus.
2,Szopix
3,Sclembi
4,Ske.
5,niceguyphil
6,Darius
7,Dimi
8,Seedorf
9,Flappy
10,ROBA
11,Sale
12,Psixyio
13,Yuzo
14,RasaDeDam
15,Viper
16,Rio.
17,Nikic
18,Chewie
19,Sonic
20,Mile
21,Tootee
22,Enzoo
23,A.Fletcher
24,Archer
25,Blackshadow
26,Gemon
27,Krnja
28,Strale
29,Poison
30,Gillette
31,Steel
32,Aris
33,Duke
34,Pedrovsky
35,Lord
36,Abramusas
37,Luso
38,Bifixd
39,Mora
40,Kaczomen
41,KostasGamer
42,UniPlay
43,GameKnighted
44,Bovan
45,Istan
46,Tayra
47,Skywalker
48,Feather
49,Orbit
50,Miletic
51,Vlad
52,Psion
53,Cobe
54,Yotza
55,Usagi
56,Mix.
57,Arin
58,Varoll
59,Burger
60,Soyo
61,Yak.
62,Glenn
63,Joe
64,Michalox
65,Mo
66,JaneSRBRUS
67,BOT Stuart
68,Mauser
69,Zero
70,Igor
71,Martis
72,W.Jarvis
73,Johnny
74,Djordje
75,Hardcase28
76,Lazar
77,Spud
78,Aleksa
79,Profa
80,Wolfmother
81,Murdock
