,0
0,Bovan
1,Johnny
2,Bismark
3,Skywalker
4,Abramusas
5,Tole
6,W.Jarvis
7,Nebula
8,Bobi
9,Luanmh
10,Zvuk
11,Bugs_Bunny
12,angle
13,Turtright
14,YourDoctor
15,Punisher
16,Exillius
17,hampter
18,rexma_01
19,Mo
20,Zero
21,Imbalance
22,Gganzer
23,Anctus
24,Spud
25,Hairy
26,Odysseus
27,Kaczomen
28,Patch
29,RasaDeDam
30,Gillette
31,Miletic
32,Louis_Bolgarov
33,Psion
34,BioXBattle
35,Usagi
36,Orbit
37,niceguyphil
38,Berkin
39,Scharf
40,Feather
41,bulia
42,Combat
43,Lexus
44,Magnum
45,NearchosCretan
46,Zex
47,fresh_ziomal
48,Kofeina
49,Murdock
