,0
0,Kofeina
1,Murdock
2,niceguyphil
3,Spud
4,Punisher
5,D0ctor
6,Sclembi
7,Usagi
8,Imbalance
9,Lexus
10,John
11,fresh_ziomal
12,Zex
13,Uni_play
14,Mo
15,Exillius
16,angle
17,Miletic
18,Chewie
19,Gillette
20,Berkin
21,RasaDeDam
22,Psion
23,Skywalker
24,Feather
25,Exoz
26,Lord
27,BadNews
28,Hartmann
29,Hairy
30,Kowalski
31,HerresIndo
32,Aris
33,Yotza
34,Cobe
35,Zvuk
36,Orbit
37,Tole
38,Gganzer
39,Code
40,_gri
41,Patch
42,Bovan
43,Mini
44,BioXBattle
45,Zero
46,W.Jarvis
47,Louis_Bolgarov
48,Heinrich
49,hampter
50,Abramusas
51,Nebula
52,Kaczomen
53,Combat
54,Johnny
55,Bobi
56,YourDoctor
57,Hunter
58,Scharf
59,Lazar
60,Ergones
61,rexma_01
62,bulia
63,Luanmh
64,Dzichader
65,Bugs_Bunny
66,Chak
67,Turtright
68,Anctus
