,0
0,Kofeina
1,Punisher
2,D0CTOR
3,Hunter
4,John
5,YourDoctor
6,Exillius
7,Turtright
8,GGanzer
9,Bugs_Bunny
10,Uni_Play
11,Lazar
12,Combat
13,Scharf
14,Speedking
15,Kilroy
16,Anctus
17,Zero
18,Murdock
19,Tomcat
20,Mini
21,Blind[HTU]
22,Berkin
23,Johnny
24,cobe
25,Bismark
26,BadNews
27,Mo
28,Nix
29,Imbalance
30,fresh_ziomal
31,Atke
32,Spud
33,Bulia
34,Nebula
35,Sclembi
36,Skywalker
37,Kaczomen
38,Orbit
39,Burger
40,RasaDeDam
41,Psion
42,Rexma
43,W.Jarvis
44,Miletic
45,Bovan
46,T1MOROS
47,Luanmh
48,Gillette
49,Archer
50,Lexus
51,angle
52,Heinrich
53,Patch
54,Magnum
55,Ergones
56,Szopix
57,Tole
58,Bobi
59,Hampter
60,Blackshadow
61,Flappy
62,niceguyphil
63,Morskin
64,Chewie
65,Chak
66,Zex
67,Yotza
68,Bio
69,Abramusas
