,0
0,Berkin
1,Kofeina
2,Punisher
3,CombatWombat
4,Bulia
5,Hunter
6,Bugs_Bunny
7,Yotza
8,Usagi
9,Anctus
10,Hampter
11,Burger
12,el_hamptero
13,Mauser
14,Imbalance
15,Patch
16,Miletic
17,Magnum
18,YourDoctor
19,Tole
20,Heinrich
21,D0CTOR
22,fresh_ziomal
23,RasaDeDam
24,Psion
25,Nebula
26,niceguyphil
27,Bovan
28,Bio
29,Exillius
30,W.Jarvis
31,Abramusas
32,Luanmh
33,Mini
34,Turtright
35,Rexma
36,Szopix
37,Bobi
38,Sclembi
39,Bismark
40,Chak
41,Lexus
42,Priestess
43,Gillette
44,Sebastian
45,Kaczomen
46,Bruni
47,GGanzer
48,Uni_Play
49,Zvuk
50,Vlay
51,Darius
52,Mo
53,Murdock
54,Ergones
