,0
0,seedorf
1,Sclembi
2,Skywalker
3,Johnny
4,NearchosCretan
5,D0CTOR
6,John[BiA]
7,Zero
8,Tole[BiA]
9,Usagi
10,Mini
11,Luanmh
12,Bovan
13,Yotza
14,Punisher[BIA]
15,Mauser
16,Lazar
17,Kofeina[BIA]
18,Poison
19,ViperX
20,Abramusas
21,Bobi
22,Nanard
23,cobe[BiA]
24,Chewie
25,Burger[BiA]
26,Danny
27,Gillette
28,WJarvis
29,Murdock
30,Feather
31,Vlad
32,Dr
33,Blackshadow
34,Mile
35,Aleksa
36,Miletic
37,Djordje
38,Szarik
39,niceguyphil
40,Andjela
41,JaneSRBRUS
42,RasaDeDam
43,Spud
44,Psion
45,Frenki
46,Flappy
47,Heinrich
48,Igor
49,Kaczomen
50,Lord[BiA]
51,Jason
52,Louis_Bolgarov
53,Lipe
